,SeqNumber,TimeStamp,ProductID,BidVolume1,AskVolume1,Bid1,Ask1
0,4916392,1689647247.575568835,2634,123,1,538000,539000
0,4919565,1689647255.726719904,2634,2,252,539000,540000
0,4920181,1689647257.529980960,2634,126,10,538000,539000
0,4949147,1689647328.134617927,2634,53,5,538000,539000
0,4949872,1689647329.994157114,2634,2,246,539000,540000
0,4955671,1689647342.394023479,2610,254,181,253000,253500
0,4969967,1689647377.428549347,2634,92,248,538000,540000
0,4976806,1689647393.903945279,2634,1,255,539000,540000
0,4990539,1689647419.196927394,2634,78,1,538000,539000
0,4991458,1689647421.207625025,2634,72,15,538000,539000
0,4992262,1689647423.484533656,2634,66,9,538000,539000
0,4995347,1689647431.480955429,3035,8,14,3185000,3190000
0,4996304,1689647433.510682573,3035,4,14,3185000,3190000
0,4998230,1689647436.541738971,2634,62,1,538000,539000
0,5001864,1689647442.562853301,2634,58,1,538000,539000
0,5042475,1689647533.276994050,2610,430,15,253000,253500
0,5076780,1689647618.736988019,2371,225,110,507000,508000
0,5077175,1689647619.730294173,2371,233,88,507000,508000
0,5090698,1689647649.733875937,2371,132,407,507000,509000
0,5098743,1689647670.370851759,2371,36,364,508000,509000
0,5102397,1689647680.481609024,2634,236,53,537000,539000
0,5105239,1689647688.577912153,2634,237,53,537000,539000
0,5121661,1689647729.062040560,3045,82,71,943000,945000
0,5136141,1689647764.607365851,2634,30,9,538000,539000
0,5139361,1689647771.639511863,2002,465,43,291500,292000
0,5141611,1689647777.112790358,2634,2,255,539000,540000
0,5145539,1689647786.688447695,2634,1,252,539000,540000
0,5165888,1689647831.111097881,2634,70,1,538000,539000
0,5166116,1689647831.365434052,2634,76,240,538000,540000
0,5166406,1689647831.823825364,2634,76,233,538000,540000
0,5170330,1689647840.352683392,2634,86,236,538000,540000
0,5171308,1689647842.507187420,2634,86,236,538000,540000
0,5177234,1689647855.538884836,2634,85,239,538000,540000
0,5182105,1689647866.812131410,2634,1,231,539000,540000
0,5185906,1689647876.830086183,2634,101,232,538000,540000
0,5234612,1689647985.023488581,2059,6,18,8690000,8710000
0,5249157,1689648014.545594353,2634,6,238,539000,540000
0,5254531,1689648025.964846428,6278,6,2,879000,880000
0,5258346,1689648033.455861859,9904,64,32,301500,302500
0,5284027,1689648078.927235233,2634,135,251,538000,540000
0,5291755,1689648093.783447169,2368,59,184,1765000,1770000
0,5291343,1689648092.696987047,2634,131,251,538000,540000
0,5292586,1689648095.349270620,2634,131,243,538000,540000
0,5320048,1689648150.525025173,2634,180,234,539000,540000
0,5320660,1689648150.815005254,2634,43,42,540000,541000
0,5321772,1689648152.980640473,6213,15,10,784000,785000
0,5331165,1689648168.343469940,1504,1,53,536000,537000
0,5352771,1689648193.605193567,2371,32,88,509000,510000
0,5367296,1689648223.885346115,6213,23,9,786000,788000
0,5370080,1689648230.547485079,3044,110,1,1140000,1145000
0,5403993,1689648316.542004972,6213,1,21,788000,789000
0,5404329,1689648317.699085842,6213,1,46,789000,790000
0,5425326,1689648373.542498024,2474,22,3,1790000,1795000
0,5466569,1689648484.654074950,2618,27,282,374500,375000
0,5476087,1689648508.136800419,6278,6,1,880000,881000
0,5479286,1689648518.210925525,2371,42,42,507000,508000
0,5479996,1689648520.145350722,6213,2,10,788000,789000
0,5493806,1689648560.245562459,3035,19,5,3140000,3145000
0,5498472,1689648574.330621958,3035,11,2,3145000,3150000
0,5569266,1689648746.917481574,3035,12,13,3145000,3150000
0,5583686,1689648782.741942087,2313,16,119,474000,475000
0,5599557,1689648827.008025954,2634,31,109,540000,541000
0,5608917,1689648853.925297592,2313,28,4,474000,474500
0,5615693,1689648873.463312020,1301,489,12,830000,831000
0,5629334,1689648910.669785767,6213,28,1,785000,786000
0,5636789,1689648932.618860375,3035,32,16,3140000,3150000
0,5645855,1689648957.707849785,2481,24,41,811000,813000
0,5645875,1689648957.791777721,2481,24,2,811000,812000
0,5651099,1689648972.084025922,2481,1,26,811000,812000
0,5659484,1689648994.596929988,3035,15,21,3145000,3150000
0,5659710,1689648995.346394954,3035,15,17,3145000,3150000
0,5660312,1689648997.151773499,3035,15,13,3145000,3150000
0,5666026,1689649011.433648265,2368,16,73,1775000,1780000
0,5667012,1689649014.409823504,3035,7,4,3150000,3155000
0,5672327,1689649026.011595723,2634,5,127,540000,541000
0,5678701,1689649039.674839620,3035,4,13,3155000,3160000
0,5679579,1689649042.281020948,3035,9,11,3155000,3160000
0,5681524,1689649046.594198480,3035,1,5,3155000,3160000
0,5686564,1689649057.943301074,3037,213,1391,1895000,1900000
0,5686739,1689649058.301715490,3037,213,1383,1895000,1900000
0,5686912,1689649058.903722272,3037,219,1363,1895000,1900000
0,5686980,1689649059.100368733,3037,219,1351,1895000,1900000
0,5687190,1689649059.835595199,3037,218,1341,1895000,1900000
0,5687824,1689649061.306129180,3037,226,1328,1895000,1900000
0,5687993,1689649061.853016689,3037,227,1309,1895000,1900000
0,5688146,1689649062.386394930,3037,227,1291,1895000,1900000
0,5688364,1689649062.983453549,3037,237,1260,1895000,1900000
0,5691068,1689649068.359403056,3035,13,8,3155000,3160000
0,5696066,1689649080.298901227,2313,40,47,474000,474500
0,5713507,1689649117.482408167,2313,46,39,474000,474500
0,5723990,1689649141.899003091,3037,209,295,1915000,1920000
0,5733870,1689649164.766209245,6213,3,21,787000,788000
0,5735428,1689649168.814103979,2313,17,68,474500,475000
0,5736873,1689649171.681947565,2634,250,129,539000,541000
0,5736746,1689649171.383342853,3035,13,3,3155000,3160000
0,5744026,1689649190.387855051,2634,250,129,539000,541000
0,5745999,1689649194.410834967,2634,248,129,539000,541000
0,5750128,1689649202.380160286,3481,2045,2353,160500,161500
0,5757930,1689649218.148920540,3035,11,8,3170000,3175000
0,5758736,1689649219.857967528,3035,12,2,3170000,3175000
0,5760262,1689649223.057373857,3035,1,24,3175000,3180000
0,5761914,1689649226.436246332,2481,8,3,814000,815000
0,5764725,1689649231.642189516,3035,9,17,3175000,3180000
0,5764871,1689649231.943413299,3035,9,17,3175000,3180000
0,5808685,1689649331.845021830,2368,41,23,1780000,1785000
0,5820888,1689649359.182016619,2313,43,1,474000,474500
0,5820162,1689649357.526399395,2634,253,123,539000,541000
0,5835855,1689649388.953652469,2634,258,123,539000,541000
0,5840547,1689649397.288663822,2313,14,68,474500,475000
0,5851398,1689649422.686113444,2634,258,121,539000,541000
0,5853863,1689649428.774777301,2313,16,21,474500,475000
0,5954418,1689649653.328483676,3035,13,13,3170000,3175000
0,5956887,1689649658.901287806,3037,172,10,1970000,1975000
0,5957316,1689649659.537397427,3037,8,430,1975000,1980000
0,5963305,1689649672.901392353,2379,24,27,4160000,4165000
0,5969098,1689649683.362698759,2371,378,26,507000,508000
0,5969798,1689649684.337572428,3035,14,10,3175000,3180000
0,5978544,1689649701.841901692,8039,8,1,430000,431000
0,6003949,1689649757.997772366,2383,7,7,3310000,3330000
0,6020644,1689649793.439826708,2313,71,46,475000,476000
0,6030439,1689649810.559429187,3035,10,1,3175000,3180000
0,6047217,1689649842.568783798,2313,1,54,475500,476000
0,6062694,1689649874.117754667,3035,8,16,3175000,3180000
0,6111692,1689649991.154116069,2313,50,1,475000,475500
0,6114592,1689649998.130933567,2313,52,44,475000,476000
0,6115465,1689650000.245316427,2313,52,1,475000,475500
0,6115971,1689650001.247620404,2313,52,44,475000,476000
0,6118645,1689650009.123365212,3035,14,28,3175000,3180000
0,6141492,1689650073.256235733,3706,1,34,539000,540000
0,6141571,1689650073.434532652,3706,1,2,537000,539000
0,6141705,1689650073.720171267,3706,7,2,537000,538000
0,6142139,1689650074.861086197,3706,1,3,537000,538000
0,6142382,1689650075.405900895,3706,2,5,537000,538000
0,6143039,1689650077.149486095,3706,167,3,535000,538000
0,6143535,1689650078.766087967,2313,52,33,475000,476000
0,6152748,1689650105.415807333,3706,8,4,537000,538000
0,6159422,1689650122.251110188,2347,41,94,589000,591000
0,6159485,1689650122.343231913,2347,21,94,590000,591000
0,6160978,1689650126.088731539,3706,2,15,537000,538000
0,6161104,1689650126.358425065,3706,29,15,536000,538000
0,6167921,1689650145.036393229,3706,1,9,538000,539000
0,6208233,1689650257.681854642,2481,29,7,813000,815000
0,6270398,1689650414.606241521,2354,32,65,576000,578000
0,6271802,1689650418.749676873,3706,85,3,536000,537000
0,6271866,1689650418.896141678,3706,1,58,537000,538000
0,6286784,1689650460.194599159,1609,2,26,391000,391500
0,6293809,1689650471.754782620,3706,248,10,535000,537000
0,6301586,1689650485.466139722,3706,27,10,534000,535000
0,6303312,1689650489.383875274,3706,86,8,533000,535000
0,6309228,1689650502.615317395,2618,72,621,375500,376000
0,6309372,1689650502.732175985,2618,66,621,375500,376000
0,6312103,1689650508.928554445,3706,1,42,534000,535000
0,6313235,1689650510.910839180,2354,55,1,575000,576000
0,6314620,1689650512.779583910,3673,6,26,406000,406500
0,6317570,1689650519.328370830,2379,8,1,4165000,4170000
0,6388948,1689650684.685585262,4938,45,21,843000,844000
0,6438235,1689650837.232792060,1609,37,22,391000,391500
0,6458299,1689650902.095750712,2371,58,109,508000,509000
0,6469201,1689650945.146260497,4938,10,8,844000,845000
0,6482016,1689650991.491019229,2347,1,51,591000,592000
0,6482159,1689650991.684561736,2347,12,52,591000,592000
0,6490816,1689651019.229459713,2634,753,75,537000,539000
0,6508884,1689651078.667206673,6213,66,2,785000,787000
0,6524022,1689651125.102250457,3443,2,33,18100000,18150000
0,6576528,1689651273.103587975,2634,32,1,538000,539000
0,6576574,1689651273.231666615,2634,20,3,538000,539000
0,6622182,1689651397.939878151,3189,66,86,1210000,1215000
0,6649696,1689651469.672977987,3706,4,6,534000,535000
0,6660030,1689651498.606502282,3706,52,47,534000,536000
0,6731842,1689651711.415720100,3706,100,7,528000,529000
0,6736891,1689651723.487782293,2634,7,61,538000,539000
0,6743809,1689651742.226280710,2368,54,47,1800000,1805000
0,6761996,1689651796.325807582,2603,21,1,996000,997000
0,6782792,1689651866.356954751,2368,21,64,1800000,1805000
0,6802377,1689651934.667972851,3443,15,4,18000000,18050000
0,6863610,1689652124.757643014,3044,67,1,1145000,1150000
0,6872234,1689652154.804833264,2481,59,4,806000,808000
0,6897961,1689652244.260549733,9904,15,101,304000,304500
0,6927386,1689652344.048487899,3035,1,17,3135000,3140000
0,6990379,1689652522.324943490,2610,797,406,251000,252000
0,6997518,1689652542.443730564,2481,101,1,805000,806000
0,7005176,1689652564.101526518,2376,10,18,3060000,3065000
0,7022772,1689652615.585791427,3443,45,25,17900000,18000000
0,7010216,1689652578.357809992,8039,2,1,429000,429500
0,7044309,1689652675.586849983,2481,1,1,803000,804000
0,7046836,1689652683.484934685,2634,465,20,536000,537000
0,7052243,1689652701.670382072,2634,467,16,536000,537000
0,7124854,1689652944.041595398,4938,1,59,847000,848000
0,7132341,1689652971.951159526,4938,26,3,846000,847000
0,7140147,1689652998.658159246,2313,70,8,481000,481500
0,7143482,1689653009.366542090,2481,47,5,802000,804000
0,7154581,1689653045.803922958,2376,12,22,3060000,3065000
0,7170458,1689653095.479861274,2481,6,14,802000,803000
0,7170559,1689653095.772708310,2481,129,14,801000,803000
0,7193683,1689653173.715318799,2376,4,2,3060000,3065000
0,7205811,1689653206.235796182,2376,1,20,3055000,3060000
0,7207854,1689653211.800349431,2376,23,9,3050000,3055000
0,7207889,1689653211.906862922,2376,21,14,3050000,3055000
0,7210216,1689653218.178969175,2355,30,4,361000,362000
0,7209830,1689653217.235756237,2313,86,3,479500,480000
0,7213104,1689653224.817601611,2618,135,528,374500,375000
0,7236988,1689653282.716305396,2481,198,15,800000,802000
0,7239891,1689653290.768005213,9914,1,7,2180000,2185000
0,7270294,1689653377.693470895,2368,2,42,1775000,1780000
0,7299745,1689653455.358461770,2376,7,8,3060000,3065000
0,7348840,1689653611.553190545,2610,972,600,251000,252000
0,7428329,1689653881.879131422,3044,144,32,1145000,1155000
0,7432683,1689653894.469887399,1907,5,51,350000,351000
0,7435186,1689653902.835876267,1907,5,1,349500,350000
0,7436469,1689653906.684620231,1907,9,1,349000,349500
0,7439067,1689653915.131376875,1907,11,1,349000,350000
0,7439087,1689653915.204992840,1907,11,2,349000,350000
0,7443738,1689653928.366131032,1907,1,4,349500,350000
0,7443836,1689653928.625168665,1907,1,14,349500,350500
0,7454964,1689653957.350727086,3706,87,170,516000,517000
0,7476896,1689654016.909334677,6213,6,2,779000,781000
0,7478330,1689654019.996760440,6213,7,3,779000,781000
0,7489388,1689654045.503872581,4938,11,38,831000,832000
0,7502055,1689654077.804399901,1907,1,1,349000,349500
0,7502650,1689654079.338194723,4938,8,32,831000,832000
0,7502958,1689654080.348292655,2376,5,20,3040000,3045000
0,7511259,1689654102.491071917,4938,1,31,831000,832000
0,7516834,1689654118.302884835,4938,334,39,830000,831000
0,7526608,1689654143.261219003,2376,18,19,3040000,3045000
0,7526748,1689654143.566320313,6213,32,4,778000,781000
0,7531163,1689654155.400125848,1504,396,145,530000,531000
0,7557665,1689654225.060267864,2382,50,92,1995000,2000000
0,7570711,1689654261.918724643,4938,48,27,831000,832000
0,7571033,1689654262.923264797,4938,65,36,832000,833000
0,7607964,1689654373.639285469,6213,14,6,778000,779000
0,7645969,1689654497.531540523,6213,7,2,779000,781000
0,7735447,1689654764.659454956,9904,7,2,303500,304000
0,7742557,1689654787.317774357,3711,264,17,1135000,1140000
0,7748066,1689654804.970817169,6257,66,14,584000,586000
0,7761202,1689654846.712678215,2376,41,23,3055000,3060000
0,7788140,1689654930.047773592,2368,87,1,1775000,1780000
0,7789603,1689654933.981135586,2368,81,1,1775000,1780000
0,7790611,1689654937.548549102,2376,32,12,3070000,3075000
0,7878700,1689655216.880568022,2634,12,84,534000,535000
0,7891187,1689655262.481849849,2347,1,77,592000,593000
0,7891403,1689655263.029755663,2313,5,7,479500,480000
0,7909799,1689655326.336524084,2610,809,619,251000,251500
0,7911114,1689655330.592136516,2610,317,633,251500,252000
0,7914772,1689655342.064242804,2347,13,61,591000,593000
0,7922542,1689655366.666116218,2634,275,84,533000,535000
0,7940132,1689655421.327977617,9904,4,1,303500,304000
0,7940297,1689655421.740501068,2347,8,53,591000,593000
0,7971151,1689655518.307880476,2382,271,90,2005000,2010000
0,8016155,1689655652.929792704,3706,168,43,518000,520000
0,8016484,1689655653.804234257,3706,168,16,518000,520000
0,8016890,1689655655.138563202,3706,172,2,518000,520000
0,8017177,1689655655.974620691,3706,28,149,519000,521000
0,8017300,1689655656.447078326,3706,26,151,519000,521000
0,8017927,1689655658.987829765,3706,33,139,519000,521000
0,8024991,1689655681.394261411,3706,168,47,518000,520000
0,8025154,1689655681.736200123,3706,168,20,518000,519000
0,8025934,1689655683.490156205,3706,171,68,518000,520000
0,8027381,1689655687.969365828,3706,1,82,519000,520000
0,8027749,1689655689.206368527,3706,173,81,518000,520000
0,8036136,1689655716.103107844,3706,176,1,518000,519000
0,8039529,1689655727.915036462,2376,31,27,3100000,3105000
0,8053655,1689655776.835165275,2376,11,50,3120000,3125000
0,8057583,1689655789.290272980,2376,36,37,3125000,3130000
0,8057702,1689655789.775595894,2376,33,2,3125000,3130000
0,8064408,1689655811.510399667,2002,29,46,292500,293000
0,8065395,1689655814.887523494,9904,10,8,303500,304000
0,8081819,1689655869.733307764,2376,3,65,3150000,3160000
0,8090487,1689655896.042552771,2382,72,352,2015000,2020000
0,8092690,1689655901.417117698,4938,29,58,838000,840000
0,8092978,1689655902.176449335,4938,4,58,839000,840000
0,8093691,1689655904.442563824,4938,1,61,839000,840000
0,8095316,1689655908.524165002,4938,16,64,838000,840000
0,8095921,1689655910.350099005,4938,1,69,839000,840000
0,8118075,1689655968.555957430,2313,46,1,479000,479500
0,8118656,1689655970.404216562,2610,215,423,251500,252000
0,8118985,1689655971.385297301,2610,306,27,251500,252000
0,8119030,1689655971.490650797,2610,306,13,251500,252000
0,8119258,1689655972.326278248,2610,350,3,251500,252000
0,8122041,1689655980.968898272,2610,22,699,252000,252500
0,8123160,1689655983.869959339,2355,1,39,362500,363000
0,8124288,1689655987.237130866,2313,40,85,479000,480000
0,8125023,1689655988.950088101,2355,27,39,362000,363000
0,8128022,1689655998.567574640,2610,35,668,252000,252500
0,8128575,1689656000.500001971,2355,27,39,362000,363000
0,8143987,1689656042.208076116,6213,2,5,782000,783000
0,8148505,1689656054.349703170,2376,4,22,3155000,3160000
0,8150421,1689656060.093365654,2376,23,1,3150000,3155000
0,8146319,1689656048.713646918,2355,35,44,362000,363000
0,8151693,1689656063.746019194,2376,14,21,3155000,3160000
0,8156960,1689656079.174828056,9904,18,90,303500,304500
0,8157268,1689656080.190595092,9904,1,87,304000,304500
0,8155719,1689656075.147396280,2355,1,45,362500,363000
0,8161075,1689656091.348361396,2355,32,1,362000,362500
0,8163435,1689656099.234221487,2313,37,11,479000,479500
0,8167698,1689656112.408119130,9904,1,81,304000,304500
0,8170182,1689656118.930289608,2610,340,1,251500,252000
0,8179942,1689656144.953280647,4938,23,75,839000,840000
0,8183712,1689656156.084201049,3706,43,149,522000,523000
0,8193045,1689656182.710645749,2354,123,1,573000,574000
0,8206791,1689656223.322930347,6271,7,28,1715000,1720000
0,8241498,1689656339.008616866,2313,55,46,478500,479500
0,8241576,1689656339.258528619,2376,5,4,3140000,3145000
0,8241666,1689656339.519637262,2313,55,6,478500,479000
0,8241739,1689656339.737732943,2376,37,1,3135000,3140000
0,8243394,1689656344.283793293,2376,13,6,3135000,3145000
0,8249008,1689656361.266552304,2376,9,1,3120000,3125000
0,8253665,1689656373.519251542,2376,1,2,3115000,3120000
0,8260821,1689656394.896179688,2355,32,28,362000,362500
0,8276154,1689656429.976182457,2313,52,43,478500,479000
0,8332822,1689656573.934374147,2376,9,5,3110000,3115000
0,8332981,1689656574.240513676,2376,7,4,3110000,3120000
0,8333448,1689656575.352622614,2376,2,35,3120000,3125000
0,8333742,1689656575.809372770,2376,5,6,3110000,3120000
0,8335000,1689656579.020614794,2376,10,16,3115000,3125000
0,8335481,1689656580.234195581,2376,2,16,3115000,3125000
0,8335771,1689656580.819766056,2376,2,3,3115000,3120000
0,8335968,1689656581.217112559,2376,4,3,3115000,3120000
0,8337461,1689656584.403325557,2376,4,6,3115000,3120000
0,8337612,1689656584.734540709,2376,59,6,3110000,3115000
0,8344669,1689656602.122318483,2376,55,3,3110000,3115000
0,8344859,1689656602.651792468,2376,55,2,3110000,3115000
0,8345340,1689656604.000369376,2376,3,23,3115000,3120000
0,8345478,1689656604.336144705,2376,57,11,3110000,3115000
0,8346551,1689656607.076375296,2376,3,19,3115000,3120000
0,8346704,1689656607.417536602,2376,3,4,3115000,3120000
0,8347069,1689656608.282852983,9904,1,66,304000,304500
0,8347690,1689656609.752272328,2376,6,3,3115000,3120000
0,8347937,1689656610.346321198,2376,38,3,3110000,3115000
0,8348201,1689656610.779427377,2376,38,3,3110000,3120000
0,8348697,1689656611.806415977,2376,16,4,3115000,3120000
0,8348843,1689656612.126967758,2376,12,1,3115000,3120000
0,8354322,1689656626.485641138,3035,6,47,3105000,3110000
0,8354669,1689656627.542449187,3044,32,1,1150000,1155000
0,8367513,1689656660.614669272,3044,36,57,1150000,1160000
0,8371733,1689656671.445950976,2376,73,6,3110000,3115000
0,8372146,1689656672.238643048,2376,69,2,3110000,3115000
0,8372245,1689656672.504797338,2376,70,1,3110000,3115000
0,8372685,1689656673.842063782,2376,70,3,3110000,3115000
0,8372974,1689656674.760789900,2376,67,11,3110000,3115000
0,8373992,1689656677.725189822,2449,53,99,629000,630000
0,8374121,1689656678.104563099,2376,68,47,3110000,3120000
0,8374206,1689656678.343868787,2376,68,15,3110000,3115000
0,8374301,1689656678.563729127,2376,69,12,3110000,3115000
0,8374535,1689656679.321524358,2376,69,12,3110000,3115000
0,8375050,1689656680.529999559,2376,69,12,3110000,3115000
0,8375576,1689656681.772147999,2376,69,47,3110000,3120000
0,8376149,1689656683.139134362,2376,69,47,3110000,3120000
0,8374130,1689656678.116381213,8039,1,4,429000,429500
0,8377915,1689656687.850617820,2376,222,1,3100000,3110000
0,8378164,1689656688.515147135,2376,219,3,3100000,3110000
0,8378532,1689656689.734658838,2376,1,1,3105000,3110000
0,8390979,1689656721.299822580,2376,80,5,3105000,3110000
0,8412305,1689656771.833915560,2376,8,11,3110000,3115000
0,8414989,1689656778.359892981,2376,12,2,3110000,3115000
0,8417183,1689656784.700578427,2376,15,6,3110000,3115000
0,8427383,1689656809.105859341,2376,6,47,3115000,3120000
0,8434678,1689656827.465419251,2376,23,9,3110000,3115000
0,8436174,1689656831.072359342,2376,23,5,3110000,3115000
0,8463177,1689656900.120101991,3706,230,22,512000,513000
0,8464531,1689656902.966033084,2376,33,49,3115000,3120000
0,8469975,1689656916.622002251,2376,31,9,3110000,3115000
0,8477440,1689656935.336860931,2376,95,1,3105000,3110000
0,8477770,1689656935.975923554,2376,96,1,3105000,3110000
0,8477870,1689656936.142733901,2376,94,2,3105000,3110000
0,8478169,1689656936.976229419,2376,93,1,3105000,3110000
0,8478576,1689656937.826288294,2376,93,1,3105000,3110000
0,8486598,1689656955.669729536,2376,94,1,3105000,3110000
0,8497584,1689656985.265631472,2376,101,1,3105000,3110000
0,8499871,1689656991.592966717,2376,101,15,3105000,3110000
0,8505257,1689657003.742926083,2376,9,1,3095000,3100000
0,8506629,1689657006.560965775,2481,18,4,798000,799000
0,8505683,1689657004.557007691,3044,73,73,1150000,1160000
0,8509733,1689657014.048496444,2376,23,1,3090000,3095000
0,8510948,1689657016.924930337,6213,1,2,780000,781000
0,8514325,1689657023.690019794,3044,66,71,1150000,1160000
0,8516807,1689657028.374486309,2376,20,1,3090000,3095000
0,8517257,1689657029.269438469,2376,21,1,3090000,3095000
0,8542172,1689657081.062180584,3044,66,1,1150000,1155000
0,8565255,1689657131.294001212,2481,8,41,797000,798000
0,8565334,1689657131.401659042,2481,138,41,796000,797000
0,8585119,1689657175.236199028,2481,156,10,795000,796000
0,8587316,1689657180.098297016,6176,3,86,1105000,1110000
0,8604360,1689657218.219156228,2376,88,31,3105000,3110000
0,8609235,1689657230.646364168,2376,16,40,3105000,3110000
0,8661734,1689657355.180814740,3044,58,1,1150000,1155000
0,8678071,1689657391.545445250,3044,67,45,1150000,1160000
0,8717789,1689657487.582597538,2376,44,18,3105000,3110000
0,8718388,1689657488.795738881,2376,52,4,3105000,3110000
0,8730549,1689657517.434657938,2634,11,136,535000,536000
0,8738794,1689657536.486459295,2313,154,321,479000,480000
0,8738915,1689657536.730923371,2313,154,321,479000,480000
0,8739398,1689657537.323992062,2313,154,321,479000,480000
0,8740912,1689657540.801809424,2379,11,17,4165000,4175000
0,8743946,1689657548.280801860,3042,18,1,907000,908000
0,8745618,1689657552.487428607,2485,21,5,206000,206500
0,8749136,1689657560.211761530,6213,4,4,779000,780000
0,8763540,1689657594.866151936,2344,56,247,283000,283500
0,8775840,1689657618.281225663,3481,78,2214,160500,161000
0,8777227,1689657621.326680910,1907,112,13,349000,349500
0,8804901,1689657680.163357738,2344,160,223,282500,283500
0,8807581,1689657685.900838304,1609,896,159,385000,386000
0,8828836,1689657727.123563919,3008,7,9,22750000,22850000
0,8836401,1689657740.942528286,2634,330,144,533000,535000
0,8845416,1689657756.619306999,2379,10,14,4165000,4170000
