,SeqNumber,TimeStamp,Pid,BidQty1,AskQty1,Bid1,Ask1
0,2098281,1689642957.465818831,IPFG3,1,6,335.00,335.50
0,2100475,1689642959.107853612,IPFG3,7,10,335.00,336.00
0,1822313,1689642780.439578782,IPFG3,10,2,334.00,334.50
0,1823559,1689642780.857278702,IPFG3,11,7,334.00,335.00
0,3769482,1689644214.098805180,IPFG3,15,2,322.50,323.00
0,4079635,1689644358.509119408,IPFG3,2,7,320.50,321.00
0,1722102,1689642721.070798323,IPFG3,9,2,332.00,332.50
0,2047741,1689642924.820110509,IPFG3,1,7,334.00,334.50
0,3099420,1689643764.135647482,IPFG3,1,9,326.50,327.00
0,3099683,1689643764.388325157,IPFG3,1,9,326.50,327.00
0,3101680,1689643766.010302942,IPFG3,1,9,326.50,327.00
0,4527046,1689644518.812216617,IPFG3,6,2,319.00,319.50
0,4143736,1689644390.809078287,IPFG3,7,2,317.50,318.00
0,720689,1689642100.274776244,IPFG3,3,5,330.00,331.00
0,2250402,1689643064.860254042,IPFG3,2,14,336.50,337.00
0,3492457,1689644031.344266679,IPFG3,20,1,325.50,326.00
0,2413820,1689643185.779857712,IPFG3,16,7,332.50,333.50
0,2417810,1689643190.531489446,IPFG3,2,7,333.00,333.50
0,2616695,1689643356.466305680,IPFG3,1,5,331.50,332.00
0,3617369,1689644121.247813114,IPFG3,2,14,325.00,325.50
0,4165278,1689644400.132472928,IPFG3,6,2,317.00,317.50
0,5433818,1689644817.061796280,IPFG3,4,3,308.00,308.50
0,3788074,1689644224.429550198,IPFG3,1,5,323.00,323.50
0,4412854,1689644472.325182266,IPFG3,3,12,320.00,320.50
0,4415028,1689644472.609120453,IPFG3,2,11,320.00,320.50
0,4690423,1689644601.073585316,IPFG3,5,8,313.00,314.00
0,5211031,1689644735.794366804,IPFG3,2,2,313.00,313.50
0,5299639,1689644766.115957801,IPFG3,6,1,309.50,310.00
0,779374,1689642132.283306004,IPFG3,1,3,332.50,333.00
0,785400,1689642135.602304267,IPFG3,4,3,332.00,333.00
0,1414044,1689642505.751380357,IPFG3,3,5,333.50,334.00
0,1918952,1689642839.298353741,IPFG3,2,5,333.50,334.00
0,1922179,1689642840.938458098,IPFG3,1,6,333.50,334.00
0,2673590,1689643400.949654406,IPFG3,3,21,332.00,332.50
0,4187037,1689644407.163227152,IPFG3,9,15,319.00,320.00
0,4632683,1689644570.025642447,IPFG3,2,6,317.50,318.00
0,5628834,1689644907.681827946,IPFG3,5,1,308.50,309.00
0,3546472,1689644075.345050438,IPFG3,3,2,325.00,325.50
0,4027778,1689644337.321118447,IPFG3,3,3,321.50,322.00
0,3802958,1689644234.104668988,IPFG3,1,5,323.00,323.50
0,4558779,1689644531.848163277,IPFG3,6,2,318.50,319.00
0,4706123,1689644608.055445507,IPFG3,7,7,313.50,314.50
0,1906791,1689642830.838720004,IPFG3,16,8,332.50,333.00
0,5179171,1689644729.549651849,IPFG3,1,4,313.00,313.50
0,5928086,1689645064.522329771,IPFG3,6,5,308.50,309.50
0,4020525,1689644334.650853906,IPFG3,6,9,321.50,322.50
0,4762328,1689644631.835920661,IPFG3,2,9,315.50,316.00
0,5810031,1689644995.502595787,IPFG3,6,2,310.00,310.50
0,3118169,1689643780.106705155,IPFG3,3,8,326.50,327.00
0,4321520,1689644446.494110101,IPFG3,4,3,318.50,319.00
0,4717574,1689644613.477451540,IPFG3,2,5,314.00,314.50
0,4771776,1689644635.159950308,IPFG3,3,2,313.50,314.00
0,4775689,1689644636.803040235,IPFG3,5,1,313.50,314.00
0,4813821,1689644652.593265125,IPFG3,3,3,315.50,316.00
0,5464613,1689644829.596626735,IPFG3,2,1,305.50,306.00
0,6535805,1689645379.009463940,IPFG3,2,2,316.00,316.50
0,6535805,1689645379.009463940,IPFG3,2,2,316.00,316.50
0,4017321,1689644333.830401932,IPFG3,3,6,322.00,322.50
0,4540700,1689644524.002799203,IPFG3,3,3,319.00,319.50
0,4209699,1689644414.247985376,IPFG3,5,1,318.50,319.00
0,5253578,1689644748.768564051,IPFG3,4,1,312.50,313.00
0,5619999,1689644903.908302741,IPFG3,4,2,308.50,309.00
0,2959424,1689643639.221324825,IPFG3,16,4,329.00,329.50
0,3435721,1689643986.055152616,IPFG3,4,7,328.50,329.00
0,4110411,1689644373.807739733,IPFG3,1,6,318.50,319.00
0,4144871,1689644391.045416037,IPFG3,10,1,317.50,318.00
0,4147431,1689644391.754440075,IPFG3,7,12,317.50,318.50
0,5238001,1689644743.455479602,IPFG3,5,4,312.50,313.50
0,4481019,1689644497.632319255,IPFG3,4,3,318.50,319.00
0,4481640,1689644497.822591211,IPFG3,4,1,318.50,319.00
0,4554341,1689644529.765337087,IPFG3,6,2,318.50,319.00
0,6521247,1689645373.243154392,IPFG3,5,7,316.00,317.00
0,3764255,1689644209.253784035,IPFG3,18,6,322.50,323.50
0,4616602,1689644560.609153596,IPFG3,9,5,318.50,319.50
0,4619901,1689644562.400475140,IPFG3,8,2,318.00,318.50
0,5030689,1689644702.737243062,IPFG3,4,1,313.50,314.00
0,5260768,1689644751.711646513,IPFG3,2,3,312.50,313.00
0,6867852,1689645604.491493853,IPFG3,1,2,318.00,318.50
0,7878984,1689646290.545117582,IPFG3,3,2,317.00,317.50
0,4648753,1689644579.974701901,IPFG3,3,3,316.00,316.50
0,7161116,1689645818.957118781,IPFG3,2,1,319.00,319.50
0,7161164,1689645819.021100425,IPFG3,2,1,319.00,319.50
0,1973380,1689642879.538015063,IPFG3,5,3,333.50,334.00
0,5773566,1689644977.001397898,IPFG3,2,4,309.50,310.00
0,6255895,1689645227.937690069,IPFG3,2,1,314.50,315.00
0,7019617,1689645723.234478936,IPFG3,18,8,320.50,321.50
0,6377094,1689645298.884119731,IPFG3,5,5,316.00,316.50
0,6823716,1689645573.040233953,IPFG3,2,2,316.50,317.00
0,6983576,1689645688.688037220,IPFG3,1,10,320.00,320.50
0,8002040,1689646403.795624417,IPFG3,11,1,314.50,315.00
0,8004382,1689646405.511478603,IPFG3,11,3,314.50,315.00
0,8625585,1689647018.567809527,IPFG3,2,2,317.50,318.00
0,6514745,1689645370.558963804,IPFG3,4,3,316.00,316.50
0,6752252,1689645505.075369713,IPFG3,1,3,316.00,316.50
0,7016415,1689645721.397712403,IPFG3,7,1,320.50,321.00
0,7391848,1689645950.683933294,IPFG3,2,2,312.00,312.50
0,8717103,1689647111.061172384,IPFG3,2,2,317.00,317.50
0,10156090,1689648933.304342124,IPFG3,2,6,315.00,315.50
0,4128612,1689644383.565308881,IPFG3,5,2,318.00,318.50
0,4219032,1689644418.570499150,IPFG3,5,1,318.50,319.00
0,5006351,1689644701.147421111,IPFG3,10,5,313.50,314.50
0,7154231,1689645812.748760497,IPFG3,2,1,319.50,320.00
0,7154376,1689645812.813446180,IPFG3,2,1,319.50,320.00
0,7408983,1689645961.480557104,IPFG3,1,2,313.50,314.00
0,7993265,1689646397.250476536,IPFG3,11,1,314.50,315.00
0,8396735,1689646800.813717592,IPFG3,4,2,320.00,320.50
0,10204971,1689649016.286520323,IPFG3,3,7,316.00,316.50
0,10368897,1689649223.235930265,IPFH3,3,7,318.00,320.00
0,4564303,1689644534.344630311,IPFG3,4,3,318.50,319.00
0,5198897,1689644733.109734645,IPFG3,1,3,313.50,314.00
0,4840648,1689644665.320567194,IPFG3,5,3,315.00,315.50
0,7029145,1689645732.442524895,IPFG3,2,5,321.50,322.00
0,10954110,1689649872.765696896,IPFH3,1,7,319.00,320.00
0,7116434,1689645784.172948756,IPFG3,4,2,321.00,321.50
0,7123681,1689645787.707063538,IPFG3,2,6,321.50,322.00
0,8404067,1689646809.163205882,IPFG3,1,10,320.50,321.00
0,9873045,1689648559.082350924,IPFG3,5,5,314.50,315.50
0,10022011,1689648747.400039354,IPFG3,1,11,315.50,316.00
0,10192616,1689648995.326401331,IPFG3,6,10,315.00,316.00
0,10193783,1689648997.222570557,IPFG3,2,10,315.50,316.00
0,10366033,1689649219.527890097,IPFH3,2,7,318.00,319.50
0,10366541,1689649220.072097738,IPFH3,3,2,318.00,319.50
0,10380820,1689649231.190679462,IPFH3,2,7,318.50,320.00
0,10381575,1689649231.945833130,IPFH3,1,7,319.50,320.00
0,10780282,1689649684.339344448,IPFH3,2,8,319.00,320.00
0,7962127,1689646368.516193174,IPFG3,14,1,316.00,316.50
0,8165073,1689646549.835672876,IPFG3,2,2,318.00,318.50
0,10245366,1689649065.810821049,IPFG3,6,10,316.00,317.00
0,6699374,1689645466.280411854,IPFG3,1,5,317.50,318.00
0,10892520,1689649810.560055009,IPFH3,1,8,319.50,320.50
0,4520400,1689644515.185089490,IPFG3,7,1,319.00,319.50
0,4975017,1689644697.022673472,IPFG3,6,3,314.00,314.50
0,4785530,1689644640.467616711,IPFG3,2,5,314.50,315.00
0,5779956,1689644979.599524020,IPFG3,3,2,309.50,310.00
0,8971174,1689647433.438254150,IPFG3,4,2,317.50,318.00
0,8971258,1689647433.511499608,IPFG3,4,2,317.50,318.00
0,12473437,1689652344.012956183,IPFH3,12,2,314.00,315.00
0,7043863,1689645740.512252992,IPFG3,11,5,321.50,322.50
0,7050672,1689645745.240461185,IPFG3,8,5,321.50,322.50
0,7051076,1689645745.576396172,IPFG3,1,5,322.00,322.50
0,7932446,1689646338.045727281,IPFG3,12,1,316.50,317.00
0,10755377,1689649655.074504971,IPFH3,3,4,318.50,319.50
0,10192396,1689648994.818981117,IPFG3,6,11,315.00,316.00
0,6839792,1689645590.980174815,IPFG3,5,9,317.00,318.00
0,10329234,1689649172.056914333,IPFG3,2,11,316.50,317.00
0,14867705,1689656626.359184558,IPFH3,5,2,312.00,313.00
0,10225517,1689649040.918816246,IPFG3,6,1,316.00,316.50
0,10226240,1689649042.312730565,IPFG3,1,8,316.50,317.00
0,9881900,1689648574.335383470,IPFG3,1,7,315.50,316.00
0,10230212,1689649046.595638603,IPFG3,6,10,316.00,317.00
0,6676054,1689645450.523414045,IPFG3,2,9,316.50,317.50
0,6913733,1689645638.284032315,IPFG3,1,3,319.00,319.50
0,7397762,1689645953.723426032,IPFG3,3,2,312.50,313.00
0,7398153,1689645954.033421199,IPFG3,1,3,313.00,313.50
0,8605453,1689647000.442134345,IPFG3,3,1,317.00,317.50
0,11068007,1689650010.162265095,IPFH3,4,12,319.50,320.00
0,894729,1689642193.572863823,FRFG3,8,2,369.00,370.00
0,1081887,1689642296.579348091,FRFG3,11,2,369.00,370.00
0,851133,1689642172.296731844,FRFG3,7,2,369.00,370.00
0,852210,1689642173.257228679,FRFG3,1,2,369.50,370.00
0,892535,1689642192.685441368,CEFG3,20,6,65.00,65.20
0,5098582,1689644710.768140861,CEFG3,2,2,65.00,65.10
0,8497505,1689646901.936747854,CEFG3,17,49,65.30,65.40
0,1045107,1689642277.309658358,KBFG3,1,1,77.00,77.20
0,2490473,1689643249.953999527,KBFG3,1,2,76.40,76.70
0,474456,1689641964.183064634,KBFG3,1,1,75.30,77.50
0,2560437,1689643306.303237868,KBFG3,2,2,76.50,76.90
0,3781838,1689644221.631571240,KBFG3,7,1,75.50,75.80
0,5292451,1689644763.206102502,KBFG3,1,1,74.30,74.50
0,5516861,1689644853.879149887,KBFG3,3,1,74.30,74.60
0,3905898,1689644280.880623696,KBFG3,12,2,75.30,75.60
0,3908917,1689644282.134031810,KBFG3,2,2,75.30,75.60
0,5388641,1689644801.324873885,KBFG3,2,2,74.50,74.90
0,3164437,1689643815.442879343,KBFG3,2,2,76.20,76.50
0,5535929,1689644863.932709108,KBFG3,2,2,74.30,74.70
0,7624965,1689646087.573376505,KBFG3,2,4,75.40,75.70
0,9713102,1689648316.682404608,KBFG3,2,6,79.10,79.20
0,9713807,1689648317.699869979,KBFG3,2,6,79.10,79.30
0,7025417,1689645728.563339345,KBFG3,2,2,75.70,76.00
0,7090270,1689645766.641936678,KBFG3,3,3,75.40,75.80
0,4511129,1689644511.462703921,KBFG3,1,1,75.50,75.80
0,5858077,1689645023.561419966,KBFG3,1,1,74.20,74.50
0,5861836,1689645026.582588113,KBFG3,12,1,74.10,74.40
0,5864506,1689645027.876166204,KBFG3,10,1,74.10,74.40
0,5866106,1689645028.899799053,KBFG3,3,2,74.10,74.50
0,11784860,1689651078.678664775,KBFG3,1,2,78.80,79.10
0,13640800,1689654373.640503313,KBFG3,3,2,77.50,77.70
0,10142744,1689648909.419520094,KBFG3,2,7,78.80,79.00
0,9849454,1689648520.699364840,KBFG3,1,2,79.00,79.20
0,10323765,1689649164.980766885,KBFG3,1,9,79.00,79.20
0,15421879,1689657566.086160939,KBFG3,2,2,77.70,77.80
0,13695284,1689654497.375476856,KBFG3,2,1,77.70,77.90
0,13407991,1689654016.910018049,KBFG3,2,1,77.70,77.90
0,13413107,1689654020.309199831,KBFG3,2,1,77.70,77.80
0,9558636,1689648153.179721369,KBFG3,1,9,78.70,78.90
0,9648357,1689648222.986184201,KBFG3,1,1,78.90,79.00
0,14506462,1689656042.250410397,KBFG3,1,2,77.90,78.10
0,15081711,1689657016.927854857,KBFG3,4,2,77.60,77.90
0,13505772,1689654144.330071266,KBFG3,7,1,77.60,77.70
0,1190547,1689642358.245358983,QXFG3,4,2,50.60,50.70
0,1889500,1689642817.762170738,QXFG3,2,1,50.90,51.00
0,1141235,1689642330.839922992,QXFG3,5,5,50.70,50.80
0,3358024,1689643928.134901832,QXFG3,9,5,50.70,50.90
0,3079536,1689643747.704261716,QXFG3,3,8,50.80,51.00
0,3002339,1689643683.110697204,QXFG3,3,1,50.80,50.90
0,3365795,1689643932.842636139,QXFG3,9,1,50.70,50.80
0,4724354,1689644616.619660730,QXFG3,11,3,50.70,50.90
0,3780552,1689644221.072766880,QXFG3,2,5,51.00,51.20
0,3815351,1689644241.373300412,QXFG3,2,1,51.10,51.20
0,3872158,1689644265.673065395,QXFG3,3,1,51.00,51.10
0,5516034,1689644853.503869382,QXFG3,10,1,50.50,50.60
0,5501582,1689644846.856425525,QXFG3,10,2,50.50,50.70
0,3068917,1689643739.828684361,QXFG3,3,8,50.80,51.00
0,3733948,1689644189.312715821,QXFG3,1,9,50.90,51.10
0,3448865,1689643995.405255286,QXFG3,1,5,50.80,50.90
0,8613405,1689647006.795758415,QXFG3,2,4,51.30,51.50
0,3499293,1689644039.210904843,QXFG3,9,5,50.70,50.90
0,8410466,1689646813.283063018,QXFG3,2,2,51.10,51.30
0,8205844,1689646603.460030745,QXFG3,3,4,50.70,50.90
0,6458581,1689645340.024965714,QXFG3,4,2,50.70,50.90
0,8582791,1689646975.658965709,QXFG3,7,2,51.20,51.40
0,8647909,1689647041.830161505,QXFG3,1,3,51.50,51.60
0,1663541,1689642692.411662250,IOFG3,1,3,412.00,412.50
0,4078772,1689644358.117999443,IOFG3,6,4,410.50,411.50
0,5511116,1689644851.464999158,IOFG3,4,4,409.50,410.50
0,7155626,1689645813.778739473,IOFG3,2,5,409.50,410.00
0,6556347,1689645385.180842190,IOFG3,6,1,409.50,410.00
0,7167684,1689645823.702235534,IOFG3,2,2,409.50,410.00
0,1759230,1689642736.633879563,MBFG3,6,2,36.15,36.35
0,5425704,1689644813.391434160,MBFG3,1,2,35.60,35.70
0,14698241,1689656390.957274378,MBFG3,5,1,36.25,36.35
0,14473032,1689655985.701732710,MBFG3,7,9,36.20,36.30
0,12935647,1689653218.330221889,MBFG3,6,1,36.20,36.35
0,14507359,1689656043.454312853,MBFG3,5,7,36.25,36.30
0,14468393,1689655979.362139006,MBFG3,5,10,36.25,36.30
0,14522046,1689656063.582817580,MBFG3,5,5,36.25,36.30
0,14536239,1689656091.348950302,MBFG3,5,4,36.25,36.30
0,14477777,1689655993.342703058,MBFG3,7,8,36.20,36.30
0,1831771,1689642785.210969858,KGFG3,24,34,121.50,122.00
0,1887003,1689642816.313137525,KGFG3,30,47,122.00,122.50
0,1891218,1689642818.878764575,KGFG3,20,8,122.00,122.50
0,1892258,1689642819.915745378,KGFG3,20,6,122.00,122.50
0,1893510,1689642820.957896334,KGFG3,20,2,122.00,122.50
0,1986375,1689642889.254496133,KGFG3,19,49,123.00,123.50
0,611004,1689642050.053683844,KGFG3,19,2,120.50,121.00
0,503899,1689642007.476713878,KGFG3,13,10,120.00,120.50
0,1985137,1689642888.133995657,KGFG3,17,58,123.00,123.50
0,1870735,1689642806.468549700,KGFG3,31,25,122.00,122.50
0,1880204,1689642812.962832481,KGFG3,30,13,122.00,122.50
0,2008845,1689642902.063516609,KGFG3,21,22,123.00,123.50
0,2011894,1689642903.076099511,KGFG3,22,15,123.00,123.50
0,979222,1689642241.014007945,KGFG3,19,12,122.00,123.00
0,996092,1689642252.012134803,KGFG3,18,3,122.00,122.50
0,2084693,1689642947.951035198,GYFG3,2,4,84.90,85.00
0,948073,1689642222.678957946,GYFG3,1,1,83.70,83.80
0,2493071,1689643252.435613434,GYFG3,2,3,83.00,83.20
0,964618,1689642232.242453666,GYFG3,1,2,83.70,84.00
0,2473727,1689643234.870244212,GYFG3,2,1,83.50,83.70
0,2522443,1689643277.137550595,GYFG3,4,5,83.10,83.30
0,1955155,1689642863.270579174,GYFG3,2,1,84.60,84.80
0,1959813,1689642867.698803094,GYFG3,1,1,84.60,84.70
0,1120631,1689642317.703173845,GYFG3,2,1,83.70,84.00
0,2445861,1689643212.186252085,GYFG3,1,1,83.80,84.00
0,2759720,1689643480.322187070,GYFG3,1,1,83.00,83.20
0,2113401,1689642967.235822240,GYFG3,1,1,84.60,84.90
0,1141856,1689642331.300400563,GYFG3,1,1,83.40,83.90
0,1936637,1689642851.370131368,GYFG3,1,1,84.70,85.00
0,2302663,1689643104.191614292,GYFG3,1,1,84.60,85.00
0,2883076,1689643574.192903286,GYFG3,3,1,82.90,83.10
0,1551588,1689642610.204739830,GYFG3,1,1,84.50,84.70
0,2682969,1689643409.709202734,GYFG3,1,2,83.40,83.60
0,3307555,1689643902.484651562,GYFG3,3,1,82.80,83.00
0,2787673,1689643496.228142481,GYFG3,1,1,82.70,83.00
0,3474303,1689644015.832133259,GYFG3,2,1,82.20,82.60
0,5361633,1689644792.140473718,GYFG3,2,1,80.00,80.40
0,2180534,1689643017.781479158,GYFG3,1,1,84.20,84.50
0,5586539,1689644889.696985502,GYFG3,1,1,80.40,80.70
0,5401137,1689644805.178465661,GYFG3,1,1,80.10,80.50
0,5563881,1689644880.703281252,GYFG3,2,1,80.30,80.70
0,4584513,1689644544.728579254,GYFG3,1,2,80.80,81.10
0,5509615,1689644851.115458470,GYFG3,3,2,80.10,80.60
0,4883779,1689644677.267903604,GYFG3,2,1,80.50,80.80
0,4899789,1689644681.605916658,GYFG3,1,16,80.80,80.90
0,5269829,1689644754.946577347,GYFG3,8,1,80.20,80.80
0,3731296,1689644188.268975101,GYFG3,1,1,81.80,82.00
0,4509528,1689644510.345757856,GYFG3,1,1,80.70,80.90
0,1605794,1689642645.904392375,GYFG3,1,1,84.40,84.60
0,8428380,1689646832.104798908,GYFG3,2,1,81.60,82.00
0,8511571,1689646910.975619781,GYFG3,1,1,81.70,82.10
0,6081904,1689645138.388179376,GYFG3,3,1,80.20,80.60
0,5832241,1689645007.612869702,GYFG3,1,1,80.40,80.60
0,8015655,1689646414.218891031,GYFG3,4,3,80.80,81.00
0,10367261,1689649221.206975816,GYFG3,2,1,81.30,81.50
0,4829437,1689644660.570833970,GYFG3,3,16,80.50,80.90
0,6339525,1689645276.122267692,GYFG3,3,1,82.00,82.30
0,6813786,1689645560.863711220,GYFG3,2,1,81.60,82.00
0,10168356,1689648957.449290223,GYFG3,2,1,81.50,81.70
0,12818092,1689653005.337480727,GYFG3,1,1,80.60,80.70
0,8188032,1689646579.602527063,GYFG3,1,1,81.20,81.40
0,11223504,1689650240.285560715,GYFG3,2,1,81.20,81.70
0,12669611,1689652675.554202215,GYFG3,3,1,80.60,80.80
0,12379821,1689652154.572238946,GYFG3,1,1,81.00,81.20
0,8329819,1689646723.696344052,GYFG3,1,1,81.60,81.70
0,10168523,1689648957.774117833,GYFG3,1,2,81.50,81.70
0,12993041,1689653282.561118602,GYFG3,3,1,80.40,80.60
0,6932464,1689645651.866747395,GYFG3,1,1,82.00,82.10
0,12584652,1689652526.519576255,GYFG3,1,2,80.90,81.00
0,12857810,1689653091.504948011,GYFG3,1,2,80.50,80.70
0,10177622,1689648972.084595830,GYFG3,1,1,81.10,81.60
0,15162418,1689657131.408522482,GYFG3,1,9,79.90,80.10
0,15189407,1689657175.221883999,GYFG3,1,5,79.90,80.00
0,15158592,1689657126.281477939,GYFG3,1,2,80.00,80.20
0,12859593,1689653095.773239390,GYFG3,3,2,80.40,80.70
0,15074538,1689657006.567267185,GYFG3,1,2,80.00,80.30
0,2242558,1689643059.422688946,HSFG3,50,11,36.75,36.80
0,967725,1689642233.768220809,HSFG3,43,10,36.80,36.90
0,562113,1689642030.950350249,HSFG3,33,14,37.15,37.20
0,2110973,1689642965.502547869,HSFG3,37,14,36.85,36.90
0,6624122,1689645420.765015237,HSFG3,1,44,37.30,37.35
0,6628756,1689645422.770285792,HSFG3,1,44,37.30,37.35
0,6615411,1689645414.940462540,HSFG3,11,43,37.30,37.35
0,8329041,1689646722.840259572,HSFG3,2,43,37.55,37.60
0,8332782,1689646727.369594118,HSFG3,23,44,37.55,37.60
0,5919536,1689645060.729277664,HSFG3,92,7,36.75,36.80
